particle_id,lag_s,start_index,end_index,t_start_s,t_pair_end_s,n_displacements,dx_mean_um,dx_std_um,dx_skewness,dx_excess_kurtosis,shapiro_w,shapiro_p,normality_rejected_p_lt_0_05
particle1,0.49999999999998934,4040,4790,404.0,479.0,150,-0.09234666666666659,4.400656327554317,-0.12293320223687958,0.028349164776436453,0.992692195031751,0.6434264948584201,False
particle1,0.9999999999999787,490,1990,49.0,199.0,150,0.5234666666666667,6.20299939310232,0.10314073880401659,-0.33590898045922124,0.9897971786578875,0.3486633034335146,False
particle1,1.599999999999966,1841,4241,184.1,424.1,150,-0.07046666666666679,7.87335534176377,0.09610931804568769,-0.27583386970286217,0.9908921741134844,0.4476691487390818,False
particle2,0.4999999999999716,1789,2539,178.9,253.9,150,-0.021599999999999966,4.19222610692024,-0.10659191933589447,-0.4082666121247249,0.9870900153273446,0.17814613485870348,False
particle2,0.9999999999999432,227,1727,22.7,172.7,150,-0.31840666666666684,5.920901086416069,-0.44669466957218484,-0.4301015154821273,0.9730301554093244,0.004762200378773135,True
particle2,1.599999999999909,44,2444,4.4,244.4,150,-0.6190000000000001,7.474443877640665,-0.07448797129985207,-0.09437346133453284,0.9894201630583983,0.318751266983836,False
particle3,0.4999999999999716,1962,2712,196.2,271.2,150,0.03926666666666667,3.982090219277662,0.18110825080073664,-0.04942707148985237,0.9936978084246597,0.7590531899998252,False
particle3,0.9999999999999432,818,2318,81.8,231.8,150,0.1721333333333333,5.629013796283253,-0.2111879030540055,-0.06781183076275843,0.9945457471371082,0.8486952874046632,False
particle3,1.599999999999909,211,2611,21.1,261.1,150,0.4543999999999998,7.107604694117765,0.05398432815203838,0.33060670382581137,0.9909973321660672,0.45809864618167107,False
